phrase,count_cum,per_million_cum,frequency,category,bin_edges
 in Dakar,20221,0.06742744179038736,20221,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Damascus,108876,0.3630498072484157,108876,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Dhaka,47254,0.15756967184426904,47254,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Dili,4591,0.015308806946227603,4591,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Dodoma,1489,0.004965108591359812,1489,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Doha,49050,0.16355847978925372,49050,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Dublin,308619,1.0290979505418898,308619,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Georgetown,41218,0.13744247543228258,41218,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Guatemala City,10544,0.03515923773492133,10544,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Hanoi,62078,0.2070006790694657,62078,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Harare,24836,0.0828162773505791,24836,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Havana,101433,0.33823093334278026,101433,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Helsinki,79266,0.2643145047701322,79266,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Islamabad,63155,0.2105919631211074,63155,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Jakarta,72759,0.2426167468090991,72759,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Juba,12550,0.04184829605209244,12550,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Kabul,117841,0.39294382908961156,117841,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Kampala,27628,0.09212627277507648,27628,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Kingston,63887,0.21303283584701432,63887,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Kingstown,988,0.0032945112748579545,988,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Kuwait City,3919,0.013068005755231097,3919,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Kyiv,30366,0.10125620381815449,30366,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Lima,61795,0.20605700832980497,61795,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Lisbon,79590,0.2653948910586484,79590,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in London,3127053,10.427238224269626,3127053,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Luanda,7357,0.024532104705597135,7357,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Luxembourg,52166,0.17394886150226727,52166,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Madrid,208690,0.695882143674197,208690,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Majuro,1145,0.00381803179120684,1145,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Malabo,1565,0.005218532535579655,1565,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Malé,1164,0.0038813877772618005,1164,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Managua,10150,0.033845434655676354,10150,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Manama,6182,0.020614037146935098,6182,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Manila,105550,0.3519591751632157,105550,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Maputo,7813,0.02605264837091619,7813,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Mexico City,207092,0.6905535717944166,207092,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Monaco,40526,0.13513498372964927,40526,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Montevideo,17941,0.059824723463792064,17941,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Moroni,1095,0.003651305512114838,1095,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Moscow,524339,1.748421809056422,524339,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Muscat,11763,0.03922402441918433,11763,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Nassau,30516,0.10175638265543051,30516,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in New Delhi,145036,0.48362625228775136,145036,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Oslo,84703,0.28244432035859646,84703,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Ottawa,203019,0.6769720490995821,203019,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Panama City,23586,0.07864812037327908,23586,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Paris,1658818,5.531371056616723,1658818,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Port Louis,1484,0.004948435963450612,1484,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Prague,164063,0.5470722705334217,164063,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Praia,4464,0.014885322197333916,4464,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Pretoria,36402,0.12138340023014096,36402,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Rabat,11472,0.03825367747486889,11472,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Riga,26562,0.088571668504835,26562,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Rome,701270,2.3384027547769612,701270,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Roseau,1887,0.006292249772932146,1887,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in San José,9665,0.03222818974848394,9665,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in San Salvador,7643,0.02548577902200339,7643,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Santiago,61720,0.20580691891116695,61720,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Seoul,170116,0.5672561538802994,170116,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Singapore,516521,1.7223524880575969,516521,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Sofia,30731,0.10247330565552612,30731,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Stockholm,156173,0.5207628636927037,156173,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Suva,6588,0.021967854533162152,6588,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Taipei,56008,0.1867601087876967,56008,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Tallinn,22666,0.07558035683798624,22666,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Tarawa,650,0.0021674416281960225,650,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Tehran,177704,0.5925585339953016,177704,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Tirana,12140,0.04048114056353802,12140,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Tokyo,378953,1.2636284728150267,378953,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Tunis,31158,0.10389714807897181,31158,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Vatican City,8204,0.027356447873415648,8204,very_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Victoria,196759,0.6560979189572634,196759,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Vienna,289773,0.9662554814265325,289773,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Warsaw,121439,0.404941452133072,121439,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Washington,2608860,8.699310409439192,2608860,low,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Wellington,70532,0.23519075833834135,70532,medium,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Yaren,95,0.0003167799302748033,95,ultra_high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
 in Zagreb,34398,0.11470101096413352,34398,high,"[55.0, 1790.6000000000006, 17986.600000000002, 64048.19999999999, 215652.4000000001, 14378014.0]"
